Lobbyist,Client,Position,Start date,End date,Bill #,Subject
"Capitol Focus, LLC",Rocky Mountain Cancer Centers,Monitoring,01/24/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Gates, Landon",Rocky Mountain Cancer Centers,Monitoring,01/24/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Herzberg, Brock",Rocky Mountain Cancer Centers,Monitoring,01/24/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Barkis, Anne Katherine",The Arc of Colorado,Opposing,02/28/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Mendez, Barkis and Associates",The Arc of Colorado,Opposing,02/28/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Cook, Mariah Catherine",UC Health,Monitoring,02/14/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
Sewald Hanfling Public Affairs,UC Health,Monitoring,02/14/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Sewald, R.D.",UCHealth,Monitoring,02/15/2024,06/30/2024,SB24-068,Medical Aid-in-Dying
"Aponte Public Affairs, Inc.",Children's Hospital Colorado (CHCO),Monitoring,01/23/2024,05/31/2024,SB24-068,Medical Aid-in-Dying
"Hentze, Iris",Children's Hospital Colorado (CHCO),Monitoring,01/23/2024,05/31/2024,SB24-068,Medical Aid-in-Dying
"Riester, Jefferey",Colorado Department of Law,,01/01/2024,05/31/2024,SB24-068,Medical Aid-in-Dying
"Ewing, Joshua",Colorado Hospital Association,Monitoring,02/09/2024,05/16/2024,SB24-068,Medical Aid-in-Dying
"Young, Saskia",Colorado Association of Health Plans,Monitoring,01/29/2024,05/15/2024,SB24-068,Medical Aid-in-Dying
"Raemdonck, Dieter",Colorado Catholic Conference,Opposing,02/16/2024,05/09/2024,SB24-068,Medical Aid-in-Dying
"Recht Kornfeld, P.C.",Colorado Catholic Conference,Opposing,02/16/2024,05/09/2024,SB24-068,Medical Aid-in-Dying
"Rogers, Thomas M",Colorado Catholic Conference,Opposing,02/16/2024,05/09/2024,SB24-068,Medical Aid-in-Dying
Colorado Legislative Strategies,Compassion & Choices,Supporting,01/23/2024,05/08/2024,SB24-068,Medical Aid-in-Dying
"VORTHMANN, GARIN",Compassion & Choices,Supporting,01/23/2024,05/08/2024,SB24-068,Medical Aid-in-Dying
"Snyder, Lauren Kristine",Mental Health Colorado,Amending,02/13/2024,05/08/2024,SB24-068,Medical Aid-in-Dying
"Snyder, Lauren Kristine",Mental Health Colorado,Supporting,04/08/2024,05/08/2024,SB24-068,Medical Aid-in-Dying
"Nuechterlein, Samantha Anne",Intermountain Healthcare,Monitoring,02/29/2024,04/09/2024,SB24-068,Medical Aid-in-Dying
"Staberg, Christine R",Intermountain Healthcare,Monitoring,02/29/2024,04/09/2024,SB24-068,Medical Aid-in-Dying
"The Capstone Group, LLC",Intermountain Healthcare,Monitoring,02/29/2024,04/09/2024,SB24-068,Medical Aid-in-Dying
REES CONSULTING AND PUBLIC AFFAIRS,Common Spirit,Amending,01/30/2024,04/02/2024,SB24-068,Medical Aid-in-Dying
"Weaver-Hayes, Anna",Colorado Psychiatric Society,Amending,02/12/2024,03/05/2024,SB24-068,Medical Aid-in-Dying
"Jorgensen, Hillary G",Colorado Cross Disability Coalition,Amending,01/28/2024,02/29/2024,SB24-068,Medical Aid-in-Dying
"Staberg, Christine R",Intermountain Healthcare,Amending,02/09/2024,02/29/2024,SB24-068,Medical Aid-in-Dying
"The Capstone Group, LLC",Intermountain Healthcare,Amending,02/09/2024,02/29/2024,SB24-068,Medical Aid-in-Dying
"Mendez, Barkis and Associates",Colorado Psychiatric Society,Amending,02/14/2024,02/28/2024,SB24-068,Medical Aid-in-Dying
"Mendez, Florangel M",Colorado Psychiatric Society,Amending,02/14/2024,02/28/2024,SB24-068,Medical Aid-in-Dying
"Reiskin, Julie Anne",Colorado Cross-Disability Coalition,Opposing,01/20/2024,02/27/2024,SB24-068,Medical Aid-in-Dying
"Mendez, Barkis and Associates",Colorado Psychiatric Society,Monitoring,01/22/2024,02/14/2024,SB24-068,Medical Aid-in-Dying
"Mendez, Florangel M",Colorado Psychiatric Society,Monitoring,01/22/2024,02/14/2024,SB24-068,Medical Aid-in-Dying
"Weaver-Hayes, Anna",Colorado Psychiatric Society,Monitoring,01/29/2024,02/12/2024,SB24-068,Medical Aid-in-Dying
"Moldovan, Karen",AARP,Monitoring,01/23/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"TRAYLOR, KATHLEEN K.",AMGEN,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Ruddock, Michael J",Adams County Health Department,Supporting,03/01/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Brownstein Hyatt Farber Schreck, LLP",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Jones, Abby M",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"KUIPERS, MELISSA L",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Meeks, Jia",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Reveley, Cooper",AdventHealth,Monitoring,02/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Whelan, Sloane",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
ProtoStrategies LLC,American Diabetes Association,Supporting,01/17/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gold Dome Access, LLC",Biotechnology Innovation Organization,Monitoring,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"JOHNSON, JERALD B",COLO MEDICAL SOCIETY,Supporting,01/10/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"BOYLE, PATRICK C",COLORADO COMPETITIVE COUNCIL,Monitoring,01/23/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gold Leaf Strategies, LLC",CVS Health,Opposing,02/14/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Stern, Ellen Steiner",Children's Hospital Colorado,Supporting,02/21/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Emma Hudson Consulting LLC,Chronic Care Collaborative,Supporting,02/11/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Furman, Daniel","Cigna Corporate Services, LLC",Opposing,01/17/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Opposing,01/17/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Snow, Erin E","Cigna Corporate Services, LLC",Opposing,01/17/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Wager, Jacob W","Cigna Corporate Services, LLC",Opposing,01/17/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Biehle, Ryan",Colorado Academy of Family Physicians,Supporting,02/05/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Emma Hudson Consulting LLC,Colorado Academy of Family Physicians,Supporting,02/02/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Novel Strategies, LLC",Colorado Academy of Family Physicians,Supporting,02/01/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Aimee Resnick Consulting LLC,Colorado Alliance for Size Equity,Amending,02/01/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Arnold, Brandon",Colorado Association of Health Plans,Opposing,02/13/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"JLH Consulting & Public Affairs, LLC",Colorado Association of Health Plans,Opposing,02/12/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Clear Strategies,Colorado Chamber,Opposing,02/08/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Dollar, Meghan",Colorado Chamber of Commerce,Opposing,02/08/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"FURMAN, LOREN RACHEL",Colorado Chamber of Commerce,Opposing,02/08/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Capitol Focus, LLC",Colorado Employer Benefit Trust,Monitoring,01/23/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gates, Landon",Colorado Employer Benefit Trust,Monitoring,01/23/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Herzberg, Brock",Colorado Employer Benefit Trust,Monitoring,01/23/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Cherry Point Strategies,Colorado Medical Society,Monitoring,04/03/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Capitol Success Group,Colorado Nurses Association,Supporting,02/28/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Romero, Alec T",Colorado Nurses Association,Supporting,02/28/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Romero, Ryan E",Colorado Nurses Association,Supporting,02/29/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gall, Amanda Leigh",Colorado Pharmacists Society,Monitoring,02/15/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Hodge, Adeline Elisabeth",Colorado Pharmacists Society,Monitoring,02/15/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Meridian Public Affairs LLC,Colorado Pharmacists Society,Monitoring,02/15/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Wolf, Kathryn",Colorado Retail Council,Amending,02/09/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Hebeler & Hamilton, Inc.",Colorado Society of Osteopathic Medicine,Supporting,02/22/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"GOFF, ERIN E",ELI LILLY AND COMPANY,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"HACKENBERGER, MICKI M",ELI LILLY AND COMPANY,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Orrange Political Strategies, LLC","Elevance Health, and its Affiliates dba Anthem, Inc.",Opposing,01/29/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"WEISS, REBECCA L","Elevance Health, and its Affiliates dba Anthem, Inc.",Opposing,01/29/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Hackenberger, Carrie",Eli Lilly & CO,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Husch Blackwell Strategies,Eli Lilly & CO,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Neimond, Kevin",Eli Lilly & CO,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"LaBriola, Lisa",Eli Lilly & Co,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Lo, Elizabeth",Eli Lilly & Co,Monitoring,01/18/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Navas, David",Health District of Northern Larimer County,Monitoring,02/08/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gold Dome Access, LLC","Health Management Systms, A Gainwell Technologies Company",Monitoring,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Berry, Travis David",KAISER PERMANENTE,Amending,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Politicalworks,KAISER PERMANENTE,Amending,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Groves, Shannon E",Kaiser Foundation Health Plan,Amending,01/25/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Capitol Focus, LLC",McKesson Corporation,Monitoring,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gates, Landon",McKesson Corporation,Monitoring,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Herzberg, Brock",McKesson Corporation,Monitoring,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Anshus, Bridget Rose",Mental Health Colorado,Amending,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Pfizer,Monitoring,02/12/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"BRANDEBERRY, JENIFER",Pfizer,Monitoring,02/12/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"MCKENNA, JULIE",Pfizer,Monitoring,02/12/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Steinemann, Mollie",Pfizer,Monitoring,02/10/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"BOYLE, PATRICK C",Pharmaceutical Care Management Association,Opposing,01/22/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gold Dome Access, LLC",Quest Diagnostics,Monitoring,01/24/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Mendez, Barkis and Associates",RxPlus Pharmacies,Amending,02/07/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Mendez, Florangel M",RxPlus Pharmacies,Amending,02/07/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Cook, Mariah Catherine",UC Health,Monitoring,02/14/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Sewald Hanfling Public Affairs,UC Health,Monitoring,02/14/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Sewald, R.D.",UCHealth,Monitoring,02/15/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"TIBBALS, KAYLA",United Health Care/United Health Group,Amending,01/22/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"O'Connell, Daniel T.","United HealthCare Services, Inc.",Amending,01/22/2024,06/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Fulcrum Solutions, LLC",America's Health Insurance Plans,Amending,01/30/2024,06/02/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Aponte Public Affairs, Inc.",American Academy of Pediatrics ( AAP),Supporting,01/22/2024,05/31/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Hentze, Iris",American Academy of Pediatrics (AAP),Supporting,01/22/2024,05/31/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Donlin, Johanna Michelle",Colorado Department of Health Care Policy and Financing,,06/01/2024,05/31/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gorenc, Matthew A",Colorado Department of Regulatory Agencies,,02/01/2024,05/31/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gorenc, Matthew A",Colorado Department of Regulatory Agencies,,03/01/2024,05/31/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"PENN, JENNIFER L.",National Assoc. of Benefits & Insurance Professionals (NABIP),Amending,05/01/2024,05/20/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"PENN, JENNIFER L.",National Assoc. of Benefits & Insurance Professionals (NABIP),Amending,05/20/2024,05/20/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"ZAMBRANO, JAKE",Boehringer - Ingelheim,Monitoring,02/01/2024,05/17/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Young, Saskia",Colorado Association of Health Plans,Amending,01/22/2024,05/15/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Young, Saskia",Colorado Association of Health Plans,Opposing,02/12/2024,05/15/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
76 Group,Boehringer - Ingelheim,Monitoring,01/30/2024,05/14/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Flores, Beau",Boehringer-Ingelheim,Monitoring,02/01/2024,05/14/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Gist, Sarah C",Boehringer-Ingelheim,Monitoring,02/01/2024,05/14/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Virtual Operations, LLC",Acupuncture Association of Colorado,Monitoring,01/28/2024,05/12/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Medeiros, Jonathan",Pfizer Inc.,Monitoring,01/19/2024,05/09/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Colorado Legislative Strategies,AMGEN,Monitoring,01/19/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"LAYTON, MELANIE M.",AMGEN,Monitoring,01/19/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"VORTHMANN, GARIN",AMGEN,Monitoring,01/19/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Wood, Andrew T.",Amgen,Monitoring,01/19/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Woodhouse, Caroline",Amgen,Monitoring,01/19/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Colorado Legislative Strategies,Colorado BioScience Association,Supporting,01/26/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"LAYTON, MELANIE M.",Colorado BioScience Association,Supporting,01/26/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"VORTHMANN, GARIN",Colorado BioScience Association,Supporting,01/26/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Wood, Andrew T.",Colorado BioScience Association,Supporting,01/26/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Woodhouse, Caroline",Colorado BioScience Association,Supporting,01/26/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Waller Consulting LLC,Grand County,Opposing,04/17/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Snyder, Lauren Kristine",Mental Health Colorado,Amending,01/23/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
Colorado Legislative Strategies,Novo Nordisk,Monitoring,04/03/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"LAYTON, MELANIE M.",Novo Nordisk,Monitoring,04/03/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"VORTHMANN, GARIN",Novo Nordisk,Monitoring,04/03/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Wood, Andrew T.",Novo Nordisk,Monitoring,04/03/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Woodhouse, Caroline",Novo Nordisk,Monitoring,04/03/2024,05/08/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"PENN, JENNIFER L.",National Assoc. of Benefits & Insurance Professionals (NABIP),Monitoring,02/07/2024,05/01/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Donlin, Johanna Michelle",Colorado Department of Health Care Policy and Financing,,01/01/2024,04/30/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Arnold, Brandon",Colorado Association of Health Plans,Amending,01/22/2024,02/13/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"JLH Consulting & Public Affairs, LLC",Colorado Association of Health Plans,Amending,01/22/2024,02/12/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Mendez, Barkis and Associates",RxPlus Pharmacies,Monitoring,01/18/2024,02/07/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"Mendez, Florangel M",RxPlus Pharmacies,Monitoring,01/18/2024,02/07/2024,SB24-054,Diabetes Prevention and Obesity Treatment Act
"The Capstone Group, LLC",COLORADO PSYCHOLOGICAL ASSN,Supporting,03/26/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
OnTheBallot Consulting,COMBINE,Supporting,03/12/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Furman, Daniel","Cigna Corporate Services, LLC",Amending,04/01/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Hall & Evans, LLC","Cigna Corporate Services, LLC",Amending,04/01/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Snow, Erin E","Cigna Corporate Services, LLC",Amending,04/01/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Wager, Jacob W","Cigna Corporate Services, LLC",Amending,04/01/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Arnold, Brandon",Colorado Association of Health Plans,Amending,03/31/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Mendez, Barkis and Associates",Colorado Psychiatric Society,Monitoring,04/10/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Mendez, Florangel M",Colorado Psychiatric Society,Monitoring,04/10/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Weaver-Hayes, Anna",Colorado Psychiatric Society,Monitoring,04/09/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Vanderburg, Jeannie",Colorado Psychological Association,Supporting,03/26/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Orrange Political Strategies, LLC","Elevance Health, and its Affiliates dba Anthem, Inc.",Opposing,04/02/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,05/03/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,04/11/2024,06/30/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Aponte Public Affairs, Inc.",American Academy of Pediatrics ( AAP),Monitoring,04/22/2024,05/31/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Hentze, Iris",American Academy of Pediatrics (AAP),Monitoring,04/22/2024,05/31/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Gorenc, Matthew A",Colorado Department of Regulatory Agencies,,04/01/2024,05/31/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Young, Saskia",Colorado Association of Health Plans,Amending,04/01/2024,05/15/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
Colorado Legislative Strategies,Colorado BioScience Association,Supporting,03/29/2024,05/08/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"LAYTON, MELANIE M.",Colorado BioScience Association,Supporting,03/29/2024,05/08/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"VORTHMANN, GARIN",Colorado BioScience Association,Supporting,03/29/2024,05/08/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Wood, Andrew T.",Colorado BioScience Association,Supporting,03/29/2024,05/08/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Woodhouse, Caroline",Colorado BioScience Association,Supporting,03/29/2024,05/08/2024,HB24-1382,Insurance Coverage Pediatric Neuropsychiatric Syndrome
"Virtual Operations, LLC",Acupuncture Association of Colorado,Monitoring,01/18/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Kyle, MPA, CAE, Henry C",COALITION FOR MEDICAL REFORM,Monitoring,01/28/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Mendez, Barkis and Associates",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Pitlik, Amy",Center for Health Progress,Supporting,03/04/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
Emma Hudson Consulting LLC,Chronic Care Collaborative,Supporting,01/18/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Frontline Public Affairs (Miles Consulting, Inc.)",Colorado Center on Law and Policy,Supporting,01/23/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"MILES, JENNIFER L",Colorado Center on Law and Policy,Supporting,01/23/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Ward, Lisa Ann",Colorado Center on Law and Policy,Supporting,01/23/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Ward, Lisa Ann",Colorado Community Health Network,Supporting,02/02/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Adam, Fox Bennett",Colorado Consumer Health Initiative,Supporting,01/16/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Cruz, Isabel Ariel",Colorado Consumer Health Initiative,Supporting,01/16/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
Cherry Point Strategies,Colorado Medical Society,Monitoring,02/22/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Cook, Mariah Catherine",Connect for Health Colorado,Supporting,01/11/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
Sewald Hanfling Public Affairs,Connect for Health Colorado,Supporting,01/11/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Sewald, R.D.",Connect for Health Colorado,Supporting,01/31/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,03/17/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,03/17/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,03/17/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
